case_id,start_time,end_time,creator,variant,variant_index,activity,resource
Application_1001866944,2016-08-18T15:30:57,2016-08-18T15:34:23,Fluxicon Disco, Variant 274,274,W_Call after offers,User_10
Application_1001866944,2016-08-22T16:23:22,2016-08-22T16:23:49,Fluxicon Disco, Variant 274,274,W_Call after offers,User_45
Application_1001866944,2016-08-24T09:19:07,2016-08-24T09:22:52,Fluxicon Disco, Variant 274,274,W_Validate application,User_122
Application_1001866944,2016-09-01T05:53:53,2016-09-01T05:54:57,Fluxicon Disco, Variant 274,274,W_Call incomplete files,User_87
Application_1001866944,2016-09-01T08:52:11,2016-09-01T08:53:00,Fluxicon Disco, Variant 274,274,W_Call incomplete files,User_10
Application_1001866944,2016-09-01T10:19:46,2016-09-01T10:21:50,Fluxicon Disco, Variant 274,274,W_Call incomplete files,User_48
Application_1001866944,2016-09-02T05:04:59,2016-09-02T05:06:09,Fluxicon Disco, Variant 274,274,W_Validate application,User_120
Application_1001866944,2016-09-02T06:47:21,2016-09-02T06:47:25,Fluxicon Disco, Variant 274,274,W_Call incomplete files,User_87
Application_1001866944,2016-09-03T07:51:35,2016-09-03T07:52:24,Fluxicon Disco, Variant 274,274,W_Call incomplete files,User_47
Application_100239804,2016-08-22T05:13:23,2016-08-22T05:16:40,Fluxicon Disco, Variant 22,22,W_Complete application,User_91
Application_100239804,2016-08-22T06:33:49,2016-08-22T06:38:23,Fluxicon Disco, Variant 22,22,W_Call after offers,User_19
Application_100239804,2016-08-25T06:34:32,2016-08-25T06:41:12,Fluxicon Disco, Variant 22,22,W_Validate application,User_120
Application_100239804,2016-08-25T06:41:12,2016-08-25T06:42:02,Fluxicon Disco, Variant 22,22,W_Call incomplete files,User_120
Application_100239804,2016-08-25T07:01:03,2016-08-25T07:01:56,Fluxicon Disco, Variant 22,22,W_Call incomplete files,User_11
Application_100239804,2016-08-26T06:38:53,2016-08-26T06:43:11,Fluxicon Disco, Variant 22,22,W_Validate application,User_100
Application_1002442935,2016-06-25T08:52:42,2016-06-25T08:54:04,Fluxicon Disco, Variant 1,1,W_Complete application,User_19
Application_1002442935,2016-06-28T12:50:30,2016-06-28T12:52:45,Fluxicon Disco, Variant 1,1,W_Call after offers,User_21
Application_1002442935,2016-07-04T15:37:49,2016-07-04T15:38:14,Fluxicon Disco, Variant 1,1,W_Call after offers,User_18
Application_1002626536,2016-08-13T06:23:02,2016-08-13T06:23:07,Fluxicon Disco, Variant 341,341,W_Complete application,User_15
Application_1002626536,2016-08-13T07:46:09,2016-08-13T07:57:18,Fluxicon Disco, Variant 341,341,W_Complete application,User_35
Application_1002626536,2016-08-13T07:57:18,2016-08-13T08:01:52,Fluxicon Disco, Variant 341,341,W_Call after offers,User_35
Application_1002626536,2016-08-17T06:05:21,2016-08-17T06:06:08,Fluxicon Disco, Variant 341,341,W_Call after offers,User_36
Application_1002626536,2016-08-18T05:04:56,2016-08-18T05:05:37,Fluxicon Disco, Variant 341,341,W_Call after offers,User_15
Application_1002626536,2016-08-19T05:42:18,2016-08-19T05:45:00,Fluxicon Disco, Variant 341,341,W_Validate application,User_126
Application_1002626536,2016-08-19T12:02:09,2016-08-19T12:04:13,Fluxicon Disco, Variant 341,341,W_Call incomplete files,User_107
Application_1002626536,2016-08-22T07:46:41,2016-08-22T07:47:08,Fluxicon Disco, Variant 341,341,W_Call incomplete files,User_33
Application_1002626536,2016-08-22T07:51:26,2016-08-22T07:53:55,Fluxicon Disco, Variant 341,341,W_Call incomplete files,User_3
Application_1002626536,2016-08-29T06:17:56,2016-08-29T06:18:20,Fluxicon Disco, Variant 341,341,W_Validate application,User_27
Application_1002843616,2016-06-21T09:10:30,2016-06-21T09:15:01,Fluxicon Disco, Variant 724,724,W_Complete application,User_48
Application_1002843616,2016-06-21T09:15:01,2016-06-21T09:16:29,Fluxicon Disco, Variant 724,724,W_Call after offers,User_48
Application_1002843616,2016-06-25T07:14:01,2016-06-25T07:14:35,Fluxicon Disco, Variant 724,724,W_Call after offers,User_85
Application_1002843616,2016-07-01T07:25:14,2016-07-01T07:28:40,Fluxicon Disco, Variant 724,724,W_Validate application,User_122
Application_1002843616,2016-07-07T03:18:44,2016-07-07T03:18:49,Fluxicon Disco, Variant 724,724,W_Validate application,User_87
Application_1002843616,2016-07-07T08:09:57,2016-07-07T08:10:07,Fluxicon Disco, Variant 724,724,W_Validate application,User_30
Application_1002843616,2016-07-07T08:30:01,2016-07-07T08:56:10,Fluxicon Disco, Variant 724,724,W_Validate application,User_30
Application_1002843616,2016-07-07T08:56:10,2016-07-07T08:58:32,Fluxicon Disco, Variant 724,724,W_Call incomplete files,User_30
Application_1002843616,2016-07-08T06:30:29,2016-07-08T06:30:36,Fluxicon Disco, Variant 724,724,W_Validate application,User_127
Application_1002843616,2016-07-08T07:08:27,2016-07-08T07:09:37,Fluxicon Disco, Variant 724,724,W_Validate application,User_30
Application_1003239424,2016-06-21T05:29:27,2016-06-21T05:31:05,Fluxicon Disco, Variant 14,14,W_Complete application,User_48
Application_1003239424,2016-06-21T10:37:56,2016-06-21T10:52:15,Fluxicon Disco, Variant 14,14,W_Call after offers,User_36
Application_1003239424,2016-06-25T09:16:12,2016-06-25T09:16:53,Fluxicon Disco, Variant 14,14,W_Call after offers,User_32
Application_1003239424,2016-06-25T09:16:53,2016-06-25T09:17:15,Fluxicon Disco, Variant 14,14,W_Call after offers,User_45
Application_1003264681,2016-07-05T13:34:04,2016-07-05T13:34:48,Fluxicon Disco, Variant 321,321,W_Complete application,User_23
Application_1003264681,2016-07-07T06:16:44,2016-07-07T06:20:43,Fluxicon Disco, Variant 321,321,W_Call after offers,User_44
Application_1003264681,2016-07-11T09:14:23,2016-07-11T09:17:47,Fluxicon Disco, Variant 321,321,W_Call after offers,User_51
Application_1003264681,2016-07-14T10:10:10,2016-07-14T10:13:58,Fluxicon Disco, Variant 321,321,W_Validate application,User_116
Application_1003264681,2016-07-15T06:38:38,2016-07-15T06:42:06,Fluxicon Disco, Variant 321,321,W_Call incomplete files,User_90
Application_1003264681,2016-07-15T10:29:05,2016-07-15T10:31:24,Fluxicon Disco, Variant 321,321,W_Call incomplete files,User_5
Application_1003264681,2016-07-18T12:41:59,2016-07-18T12:58:26,Fluxicon Disco, Variant 321,321,W_Validate application,User_123
Application_1003264681,2016-07-19T05:16:17,2016-07-19T05:16:59,Fluxicon Disco, Variant 321,321,W_Call incomplete files,User_100
Application_1003264681,2016-07-19T07:39:38,2016-07-19T07:42:18,Fluxicon Disco, Variant 321,321,W_Call incomplete files,User_40
Application_1003264681,2016-07-20T13:00:18,2016-07-20T13:01:15,Fluxicon Disco, Variant 321,321,W_Validate application,User_27
Application_1003264681,2016-07-21T03:47:30,2016-07-21T03:48:11,Fluxicon Disco, Variant 321,321,W_Call incomplete files,User_90
Application_1003264681,2016-07-21T05:53:39,2016-07-21T05:57:09,Fluxicon Disco, Variant 321,321,W_Call incomplete files,User_41
Application_1003264681,2016-07-22T09:50:45,2016-07-22T09:52:40,Fluxicon Disco, Variant 321,321,W_Validate application,User_27
Application_1003594594,2016-07-14T06:27:01,2016-07-14T06:39:39,Fluxicon Disco, Variant 1,1,W_Complete application,User_40
Application_1003594594,2016-07-14T06:39:39,2016-07-14T06:43:57,Fluxicon Disco, Variant 1,1,W_Call after offers,User_40
Application_1003594594,2016-07-18T11:08:04,2016-07-18T11:08:33,Fluxicon Disco, Variant 1,1,W_Call after offers,User_40
Application_100433898,2016-08-11T10:34:45,2016-08-11T10:36:39,Fluxicon Disco, Variant 1509,1509,W_Call after offers,User_14
Application_100433898,2016-08-15T09:53:34,2016-08-15T09:55:46,Fluxicon Disco, Variant 1509,1509,W_Validate application,User_126
Application_100433898,2016-08-15T09:55:46,2016-08-15T10:00:58,Fluxicon Disco, Variant 1509,1509,W_Call incomplete files,User_126
Application_100433898,2016-08-15T15:08:08,2016-08-15T15:09:38,Fluxicon Disco, Variant 1509,1509,W_Call incomplete files,User_41
Application_100433898,2016-08-16T08:00:10,2016-08-16T08:04:33,Fluxicon Disco, Variant 1509,1509,W_Validate application,User_27
Application_100433898,2016-08-17T05:01:03,2016-08-17T05:17:33,Fluxicon Disco, Variant 1509,1509,W_Validate application,User_93
Application_100433898,2016-08-17T05:53:05,2016-08-17T05:53:56,Fluxicon Disco, Variant 1509,1509,W_Call incomplete files,User_87
Application_100433898,2016-08-17T07:22:13,2016-08-17T07:24:02,Fluxicon Disco, Variant 1509,1509,W_Call incomplete files,User_4
Application_100433898,2016-08-17T10:07:57,2016-08-17T10:08:06,Fluxicon Disco, Variant 1509,1509,W_Validate application,User_122
Application_100433898,2016-08-17T10:50:37,2016-08-17T10:51:20,Fluxicon Disco, Variant 1509,1509,W_Validate application,User_87
Application_100433898,2016-08-18T04:46:07,2016-08-18T04:58:08,Fluxicon Disco, Variant 1509,1509,W_Validate application,User_68
Application_100433898,2016-08-18T04:58:08,2016-08-18T04:58:24,Fluxicon Disco, Variant 1509,1509,W_Call incomplete files,User_68
Application_100433898,2016-08-18T05:58:55,2016-08-18T06:03:46,Fluxicon Disco, Variant 1509,1509,W_Call incomplete files,User_14
Application_100433898,2016-08-18T06:04:01,2016-08-18T06:05:32,Fluxicon Disco, Variant 1509,1509,W_Call incomplete files,User_14
Application_100433898,2016-08-18T06:05:39,2016-08-18T06:05:44,Fluxicon Disco, Variant 1509,1509,W_Call incomplete files,User_14
Application_1004573204,2016-08-26T14:03:02,2016-08-26T14:08:07,Fluxicon Disco, Variant 1,1,W_Complete application,User_37
Application_1004573204,2016-08-26T14:08:07,2016-08-26T14:10:30,Fluxicon Disco, Variant 1,1,W_Call after offers,User_37
Application_1004573204,2016-08-30T12:51:49,2016-08-30T12:52:13,Fluxicon Disco, Variant 1,1,W_Call after offers,User_16
Application_1004618053,2016-07-21T05:34:06,2016-07-21T05:34:17,Fluxicon Disco, Variant 347,347,W_Complete application,User_15
Application_1004618053,2016-07-21T12:29:50,2016-07-21T12:34:00,Fluxicon Disco, Variant 347,347,W_Complete application,User_51
Application_1004618053,2016-07-21T13:06:46,2016-07-21T13:26:30,Fluxicon Disco, Variant 347,347,W_Complete application,User_51
Application_1004618053,2016-07-29T06:09:08,2016-07-29T06:17:51,Fluxicon Disco, Variant 347,347,W_Complete application,User_11
Application_1004618053,2016-07-29T06:17:51,2016-07-29T06:19:06,Fluxicon Disco, Variant 347,347,W_Call after offers,User_11
Application_1004618053,2016-08-02T08:26:03,2016-08-02T08:26:17,Fluxicon Disco, Variant 347,347,W_Call after offers,User_5
Application_1004618053,2016-08-02T08:41:02,2016-08-02T08:41:32,Fluxicon Disco, Variant 347,347,W_Call after offers,User_40
Application_1004618053,2016-08-09T11:58:03,2016-08-09T11:59:57,Fluxicon Disco, Variant 347,347,W_Validate application,User_126
Application_1004752022,2016-08-15T10:24:31,2016-08-15T10:33:50,Fluxicon Disco, Variant 11,11,W_Call after offers,User_17
Application_1004752022,2016-08-20T07:33:49,2016-08-20T07:34:26,Fluxicon Disco, Variant 11,11,W_Call after offers,User_63
Application_1004817800,2016-08-24T05:16:20,2016-08-24T05:26:04,Fluxicon Disco, Variant 1,1,W_Complete application,User_7
Application_1004817800,2016-08-24T05:26:04,2016-08-24T05:37:29,Fluxicon Disco, Variant 1,1,W_Call after offers,User_7
Application_1004817800,2016-08-29T12:09:00,2016-08-29T12:12:04,Fluxicon Disco, Variant 1,1,W_Call after offers,User_2
Application_1005037911,2016-09-03T08:05:59,2016-09-03T08:07:40,Fluxicon Disco, Variant 11,11,W_Call after offers,User_44
Application_1005037911,2016-09-07T06:48:27,2016-09-07T06:48:50,Fluxicon Disco, Variant 11,11,W_Call after offers,User_2
Application_1005342157,2016-07-21T13:53:31,2016-07-21T13:58:01,Fluxicon Disco, Variant 1511,1511,W_Call after offers,User_4
Application_1005342157,2016-07-25T13:36:26,2016-07-25T13:37:08,Fluxicon Disco, Variant 1511,1511,W_Call after offers,User_58
Application_1005342157,2016-07-29T07:12:43,2016-07-29T07:28:13,Fluxicon Disco, Variant 1511,1511,W_Validate application,User_125
Application_1005342157,2016-08-01T11:55:28,2016-08-01T11:55:30,Fluxicon Disco, Variant 1511,1511,W_Validate application,User_83
Application_1005342157,2016-08-03T06:27:34,2016-08-03T06:27:53,Fluxicon Disco, Variant 1511,1511,W_Call incomplete files,User_30
Application_1005342157,2016-08-03T07:31:45,2016-08-03T07:33:08,Fluxicon Disco, Variant 1511,1511,W_Call incomplete files,User_33
Application_1005342157,2016-08-03T08:31:57,2016-08-03T08:37:40,Fluxicon Disco, Variant 1511,1511,W_Call incomplete files,User_48
Application_1005342157,2016-08-03T08:37:52,2016-08-03T08:38:35,Fluxicon Disco, Variant 1511,1511,W_Call incomplete files,User_48
Application_1005342157,2016-08-04T08:37:07,2016-08-04T08:38:01,Fluxicon Disco, Variant 1511,1511,W_Validate application,User_113
Application_1005342157,2016-08-04T10:42:03,2016-08-04T10:42:06,Fluxicon Disco, Variant 1511,1511,W_Call incomplete files,User_30
Application_1005342157,2016-08-05T07:48:06,2016-08-05T07:50:28,Fluxicon Disco, Variant 1511,1511,W_Call incomplete files,User_4
Application_1005342157,2016-08-05T08:44:55,2016-08-05T09:22:28,Fluxicon Disco, Variant 1511,1511,W_Call incomplete files,User_49
Application_1005734659,2016-08-03T07:04:12,2016-08-03T07:06:59,Fluxicon Disco, Variant 880,880,W_Complete application,User_15
Application_1005734659,2016-08-04T07:38:09,2016-08-04T07:38:28,Fluxicon Disco, Variant 880,880,W_Complete application,User_5
Application_1005734659,2016-08-05T07:07:29,2016-08-05T07:09:24,Fluxicon Disco, Variant 880,880,W_Complete application,User_143
Application_1005734659,2016-08-08T15:48:26,2016-08-08T15:52:25,Fluxicon Disco, Variant 880,880,W_Complete application,User_35
Application_1005734659,2016-08-08T16:00:45,2016-08-08T16:05:34,Fluxicon Disco, Variant 880,880,W_Complete application,User_57
Application_1005734659,2016-08-08T16:33:34,2016-08-08T16:33:42,Fluxicon Disco, Variant 880,880,W_Call after offers,User_57
Application_1005734659,2016-08-12T09:21:37,2016-08-12T09:28:05,Fluxicon Disco, Variant 880,880,W_Validate application,User_123
Application_1005734659,2016-08-12T13:18:20,2016-08-12T13:21:27,Fluxicon Disco, Variant 880,880,W_Validate application,User_93
Application_1006019928,2016-08-26T10:30:26,2016-08-26T10:53:02,Fluxicon Disco, Variant 5,5,W_Complete application,User_43
Application_1006019928,2016-08-26T10:53:02,2016-08-26T11:16:18,Fluxicon Disco, Variant 5,5,W_Call after offers,User_43
Application_1006019928,2016-08-30T12:50:51,2016-08-30T12:51:19,Fluxicon Disco, Variant 5,5,W_Call after offers,User_16
Application_1006019928,2016-09-05T10:10:22,2016-09-05T10:12:35,Fluxicon Disco, Variant 5,5,W_Validate application,User_126
Application_1006019928,2016-09-06T08:46:06,2016-09-06T08:47:09,Fluxicon Disco, Variant 5,5,W_Call incomplete files,User_90
Application_1006019928,2016-09-07T07:19:49,2016-09-07T07:21:14,Fluxicon Disco, Variant 5,5,W_Call incomplete files,User_48
Application_1006019928,2016-09-08T04:42:28,2016-09-08T04:42:56,Fluxicon Disco, Variant 5,5,W_Validate application,User_113
Application_1006164631,2016-07-15T10:52:49,2016-07-15T10:54:20,Fluxicon Disco, Variant 60,60,W_Complete application,User_43
Application_1006164631,2016-07-15T10:56:37,2016-07-15T10:56:42,Fluxicon Disco, Variant 60,60,W_Complete application,User_3
Application_1006164631,2016-07-16T11:06:57,2016-07-16T11:08:02,Fluxicon Disco, Variant 60,60,W_Complete application,User_17
Application_1006164631,2016-07-19T16:52:00,2016-07-19T16:52:43,Fluxicon Disco, Variant 60,60,W_Call after offers,User_15
Application_1006164631,2016-07-23T12:19:25,2016-07-23T12:20:23,Fluxicon Disco, Variant 60,60,W_Call after offers,User_51
Application_1006164631,2016-08-02T12:09:12,2016-08-02T12:12:21,Fluxicon Disco, Variant 60,60,W_Validate application,User_126
Application_1006164631,2016-08-08T06:56:34,2016-08-08T07:12:05,Fluxicon Disco, Variant 60,60,W_Validate application,User_93
Application_1006164631,2016-08-10T05:53:56,2016-08-10T06:00:16,Fluxicon Disco, Variant 60,60,W_Validate application,User_68
Application_1007147744,2016-08-10T09:13:16,2016-08-10T10:07:29,Fluxicon Disco, Variant 115,115,W_Call after offers,User_33
Application_1007147744,2016-08-15T15:26:52,2016-08-15T15:27:13,Fluxicon Disco, Variant 115,115,W_Call after offers,User_46
Application_1007147744,2016-08-15T15:30:22,2016-08-15T15:30:49,Fluxicon Disco, Variant 115,115,W_Call after offers,User_46
Application_1007507108,2016-08-02T09:03:28,2016-08-02T09:21:56,Fluxicon Disco, Variant 2,2,W_Complete application,User_46
Application_1007507108,2016-08-02T09:21:56,2016-08-02T09:27:27,Fluxicon Disco, Variant 2,2,W_Call after offers,User_46
Application_1007507108,2016-08-08T16:27:12,2016-08-08T16:27:39,Fluxicon Disco, Variant 2,2,W_Call after offers,User_5
Application_1007507108,2016-08-30T12:15:29,2016-08-30T12:17:31,Fluxicon Disco, Variant 2,2,W_Validate application,User_123
Application_1007766945,2016-06-20T05:18:45,2016-06-20T05:19:13,Fluxicon Disco, Variant 245,245,W_Complete application,User_10
Application_1007766945,2016-06-21T13:15:58,2016-06-21T13:16:34,Fluxicon Disco, Variant 245,245,W_Complete application,User_32
Application_1007766945,2016-06-21T13:37:33,2016-06-21T13:37:48,Fluxicon Disco, Variant 245,245,W_Complete application,User_32
Application_1007766945,2016-06-21T13:54:47,2016-06-21T13:56:57,Fluxicon Disco, Variant 245,245,W_Complete application,User_32
Application_1007766945,2016-06-23T08:35:28,2016-06-23T08:42:17,Fluxicon Disco, Variant 245,245,W_Complete application,User_60
Application_1007766945,2016-06-23T08:42:17,2016-06-23T08:44:39,Fluxicon Disco, Variant 245,245,W_Call after offers,User_60
Application_1007766945,2016-06-27T14:38:05,2016-06-27T14:38:43,Fluxicon Disco, Variant 245,245,W_Call after offers,User_15
Application_1007766945,2016-07-08T10:33:53,2016-07-08T10:37:34,Fluxicon Disco, Variant 245,245,W_Validate application,User_116
Application_1007766945,2016-07-12T13:22:14,2016-07-12T13:37:48,Fluxicon Disco, Variant 245,245,W_Validate application,User_83
Application_100833857,2016-08-08T09:54:47,2016-08-08T10:08:17,Fluxicon Disco, Variant 2,2,W_Complete application,User_46
Application_100833857,2016-08-08T10:08:17,2016-08-08T10:09:58,Fluxicon Disco, Variant 2,2,W_Call after offers,User_46
Application_100833857,2016-08-12T08:58:45,2016-08-12T08:59:20,Fluxicon Disco, Variant 2,2,W_Call after offers,User_18
Application_100833857,2016-08-12T09:33:41,2016-08-12T09:38:12,Fluxicon Disco, Variant 2,2,W_Validate application,User_121
Application_1008893228,2016-07-27T11:05:42,2016-07-27T11:19:36,Fluxicon Disco, Variant 1090,1090,W_Complete application,User_51
Application_1008893228,2016-07-27T11:19:36,2016-07-27T11:29:28,Fluxicon Disco, Variant 1090,1090,W_Call after offers,User_51
Application_1008893228,2016-08-02T04:23:40,2016-08-02T04:24:04,Fluxicon Disco, Variant 1090,1090,W_Call after offers,User_5
Application_1008893228,2016-08-02T10:05:14,2016-08-02T10:11:49,Fluxicon Disco, Variant 1090,1090,W_Validate application,User_120
Application_1008893228,2016-08-02T12:29:39,2016-08-02T12:30:15,Fluxicon Disco, Variant 1090,1090,W_Call incomplete files,User_101
Application_1008893228,2016-08-02T12:30:15,2016-08-02T12:32:56,Fluxicon Disco, Variant 1090,1090,W_Validate application,User_101
Application_1008893228,2016-08-02T12:32:56,2016-08-02T12:32:59,Fluxicon Disco, Variant 1090,1090,W_Call incomplete files,User_101
Application_1008893228,2016-08-02T14:45:41,2016-08-02T15:01:57,Fluxicon Disco, Variant 1090,1090,W_Call incomplete files,User_48
Application_1008893228,2016-08-02T15:01:57,2016-08-02T15:02:24,Fluxicon Disco, Variant 1090,1090,W_Validate application,User_48
Application_1008893228,2016-08-03T09:42:05,2016-08-03T09:42:11,Fluxicon Disco, Variant 1090,1090,W_Call incomplete files,User_101
Application_1008893228,2016-08-03T11:52:03,2016-08-03T11:54:34,Fluxicon Disco, Variant 1090,1090,W_Call incomplete files,User_33
Application_1008926043,2016-07-22T05:48:15,2016-07-22T06:02:03,Fluxicon Disco, Variant 9,9,W_Complete application,User_21
Application_1008926043,2016-07-22T06:02:03,2016-07-22T06:15:59,Fluxicon Disco, Variant 9,9,W_Call after offers,User_21
Application_1008926043,2016-07-26T09:40:08,2016-07-26T09:41:37,Fluxicon Disco, Variant 9,9,W_Call after offers,User_58
Application_1008926043,2016-07-30T07:10:51,2016-07-30T07:20:31,Fluxicon Disco, Variant 9,9,W_Validate application,User_120
Application_1008926043,2016-08-03T06:55:10,2016-08-03T07:03:23,Fluxicon Disco, Variant 9,9,W_Validate application,User_93
Application_1009201632,2016-07-18T14:32:17,2016-07-18T14:33:26,Fluxicon Disco, Variant 49,49,W_Handle leads,User_23
Application_1009201632,2016-07-18T14:33:26,2016-07-18T14:33:44,Fluxicon Disco, Variant 49,49,W_Complete application,User_23
Application_1009201632,2016-07-19T11:48:27,2016-07-19T11:49:08,Fluxicon Disco, Variant 49,49,W_Complete application,User_85
Application_1009201632,2016-07-19T12:02:56,2016-07-19T12:03:23,Fluxicon Disco, Variant 49,49,W_Complete application,User_7
Application_1009201632,2016-07-19T12:04:46,2016-07-19T12:06:16,Fluxicon Disco, Variant 49,49,W_Complete application,User_7
Application_1009201632,2016-07-20T09:34:50,2016-07-20T09:38:55,Fluxicon Disco, Variant 49,49,W_Call after offers,User_37
Application_1009201632,2016-07-25T15:39:22,2016-07-25T15:40:00,Fluxicon Disco, Variant 49,49,W_Call after offers,User_58
Application_100942591,2016-08-29T11:29:05,2016-08-29T11:39:20,Fluxicon Disco, Variant 1521,1521,W_Complete application,User_91
Application_100942591,2016-08-29T11:39:20,2016-08-29T11:42:05,Fluxicon Disco, Variant 1521,1521,W_Call after offers,User_91
Application_100942591,2016-09-01T10:01:50,2016-09-01T10:10:13,Fluxicon Disco, Variant 1521,1521,W_Validate application,User_27
Application_100942591,2016-09-01T10:10:13,2016-09-01T10:16:12,Fluxicon Disco, Variant 1521,1521,W_Call incomplete files,User_27
Application_100942591,2016-09-02T08:44:02,2016-09-02T08:47:27,Fluxicon Disco, Variant 1521,1521,W_Call incomplete files,User_28
Application_100942591,2016-09-02T09:43:33,2016-09-02T09:44:55,Fluxicon Disco, Variant 1521,1521,W_Call incomplete files,User_28
Application_100942591,2016-09-06T08:26:29,2016-09-06T08:27:49,Fluxicon Disco, Variant 1521,1521,W_Call incomplete files,User_5
Application_100942591,2016-09-07T10:35:58,2016-09-07T10:36:54,Fluxicon Disco, Variant 1521,1521,W_Validate application,User_120
Application_100942591,2016-09-12T10:22:21,2016-09-12T10:24:30,Fluxicon Disco, Variant 1521,1521,W_Call incomplete files,User_90
Application_100942591,2016-09-12T15:58:27,2016-09-12T16:02:20,Fluxicon Disco, Variant 1521,1521,W_Call incomplete files,User_5
Application_100942591,2016-09-13T06:13:50,2016-09-13T06:14:09,Fluxicon Disco, Variant 1521,1521,W_Validate application,User_112
Application_100942591,2016-09-13T08:05:28,2016-09-13T08:06:35,Fluxicon Disco, Variant 1521,1521,W_Validate application,User_90
Application_1009728487,2016-09-06T11:26:48,2016-09-06T11:29:41,Fluxicon Disco, Variant 40,40,W_Complete application,User_63
Application_1009728487,2016-09-09T08:20:52,2016-09-09T08:23:32,Fluxicon Disco, Variant 40,40,W_Complete application,User_3
Application_1009728487,2016-09-09T15:17:10,2016-09-09T15:17:18,Fluxicon Disco, Variant 40,40,W_Complete application,User_53
Application_1009728487,2016-09-09T15:21:57,2016-09-09T15:29:35,Fluxicon Disco, Variant 40,40,W_Complete application,User_61
Application_1009728487,2016-09-09T15:29:35,2016-09-09T15:32:31,Fluxicon Disco, Variant 40,40,W_Call after offers,User_61
Application_1009728487,2016-09-13T16:44:23,2016-09-13T16:44:43,Fluxicon Disco, Variant 40,40,W_Call after offers,User_3
Application_1009728487,2016-09-16T10:28:37,2016-09-16T10:36:09,Fluxicon Disco, Variant 40,40,W_Validate application,User_126
Application_101013624,2016-07-27T07:43:12,2016-07-27T07:45:22,Fluxicon Disco, Variant 1215,1215,W_Complete application,User_62
Application_101013624,2016-07-30T12:24:05,2016-07-30T12:43:36,Fluxicon Disco, Variant 1215,1215,W_Complete application,User_60
Application_101013624,2016-07-30T12:43:36,2016-07-30T12:59:59,Fluxicon Disco, Variant 1215,1215,W_Call after offers,User_60
Application_101013624,2016-08-03T11:09:24,2016-08-03T11:09:55,Fluxicon Disco, Variant 1215,1215,W_Call after offers,User_40
