case_id,start_time,end_time,creator,variant,variant_index,activity,resource
177200,2011-10-17T08:13:10.652,2011-10-17T08:15:26.285,Fluxicon Disco, Variant 184,184,W_Afhandelen leads,10881
177200,2011-10-17T11:47:26.76,2011-10-17T11:50:14.234,Fluxicon Disco, Variant 184,184,W_Completeren aanvraag,10881
177200,2011-10-17T13:54:22.229,2011-10-17T14:06:57.335,Fluxicon Disco, Variant 184,184,W_Completeren aanvraag,10913
177200,2011-10-25T09:01:59.475,2011-10-25T09:05:47.168,Fluxicon Disco, Variant 184,184,W_Nabellen offertes,NOT_SET
177200,2011-10-26T17:11:11.894,2011-10-26T17:12:28.384,Fluxicon Disco, Variant 184,184,W_Nabellen offertes,11203
177200,2011-10-29T10:03:11.272,2011-10-29T10:04:59.558,Fluxicon Disco, Variant 184,184,W_Nabellen offertes,NOT_SET
177200,2011-10-31T15:35:35.368,2011-10-31T15:37:20.391,Fluxicon Disco, Variant 184,184,W_Nabellen offertes,11180
177200,2011-11-01T18:10:57.973,2011-11-01T18:12:37.201,Fluxicon Disco, Variant 184,184,W_Nabellen offertes,10913
177200,2011-11-02T19:02:27.429,2011-11-02T19:04:07.638,Fluxicon Disco, Variant 184,184,W_Nabellen offertes,11203
177200,2011-11-04T16:11:45.797,2011-11-04T16:13:25.558,Fluxicon Disco, Variant 184,184,W_Nabellen offertes,11201
177200,2011-11-05T15:22:29.108,2011-11-05T15:23:40.276,Fluxicon Disco, Variant 184,184,W_Nabellen offertes,NOT_SET
177203,2011-10-17T08:25:50.365,2011-10-17T08:48:49.18,Fluxicon Disco, Variant 2,2,W_Completeren aanvraag,11201
177206,2011-10-17T08:15:15.908,2011-10-17T08:18:23.75,Fluxicon Disco, Variant 1240,1240,W_Afhandelen leads,10881
177206,2011-10-17T11:05:36.507,2011-10-17T11:17:25.382,Fluxicon Disco, Variant 1240,1240,W_Completeren aanvraag,NOT_SET
177206,2011-10-17T17:09:27.124,2011-10-17T17:10:23.349,Fluxicon Disco, Variant 1240,1240,W_Completeren aanvraag,11180
177206,2011-10-18T14:49:21.333,2011-10-18T14:51:13.47,Fluxicon Disco, Variant 1240,1240,W_Completeren aanvraag,10913
177206,2011-10-18T18:27:11.362,2011-10-18T18:28:19.49,Fluxicon Disco, Variant 1240,1240,W_Completeren aanvraag,11179
177206,2011-10-19T08:50:09.656,2011-10-19T08:50:58.239,Fluxicon Disco, Variant 1240,1240,W_Completeren aanvraag,11180
177206,2011-10-19T19:52:50.875,2011-10-19T19:53:01.636,Fluxicon Disco, Variant 1240,1240,W_Completeren aanvraag,10939
177206,2011-10-20T13:02:27.88,2011-10-20T13:03:00.689,Fluxicon Disco, Variant 1240,1240,W_Completeren aanvraag,NOT_SET
177206,2011-10-20T18:51:49.467,2011-10-20T19:02:02.355,Fluxicon Disco, Variant 1240,1240,W_Completeren aanvraag,11179
177206,2011-10-20T19:02:21.275,2011-10-20T19:04:32.117,Fluxicon Disco, Variant 1240,1240,W_Completeren aanvraag,11179
177206,2011-10-21T12:34:49.911,2011-10-21T12:35:15.278,Fluxicon Disco, Variant 1240,1240,W_Beoordelen fraude,10188
177206,2011-10-21T13:30:05.387,2011-10-21T13:30:14.132,Fluxicon Disco, Variant 1240,1240,W_Beoordelen fraude,10188
177206,2011-10-21T13:56:25.059,2011-10-21T13:58:17.865,Fluxicon Disco, Variant 1240,1240,W_Completeren aanvraag,11000
177206,2011-10-21T13:58:21.433,2011-10-21T13:58:26.814,Fluxicon Disco, Variant 1240,1240,W_Completeren aanvraag,11000
177206,2011-10-24T08:24:42.654,2011-10-24T08:24:49.516,Fluxicon Disco, Variant 1240,1240,W_Completeren aanvraag,NOT_SET
177206,2011-10-24T11:41:26.794,2011-10-24T11:56:02.792,Fluxicon Disco, Variant 1240,1240,W_Completeren aanvraag,NOT_SET
177206,2011-10-24T11:56:18.196,2011-10-24T12:00:13.006,Fluxicon Disco, Variant 1240,1240,W_Nabellen offertes,NOT_SET
177206,2011-10-31T15:30:15.743,2011-10-31T15:32:34.716,Fluxicon Disco, Variant 1240,1240,W_Nabellen offertes,11180
177206,2011-10-31T16:21:53.625,2011-10-31T16:22:19.633,Fluxicon Disco, Variant 1240,1240,W_Nabellen offertes,11119
177206,2011-11-04T12:09:25.797,2011-11-04T12:09:44.141,Fluxicon Disco, Variant 1240,1240,W_Nabellen offertes,10789
177206,2011-11-09T09:38:23.575,2011-11-09T10:20:25.402,Fluxicon Disco, Variant 1240,1240,W_Valideren aanvraag,10629
177206,2011-11-09T10:20:53.79,2011-11-09T10:21:35.976,Fluxicon Disco, Variant 1240,1240,W_Nabellen incomplete dossiers,10629
177209,2011-10-17T08:36:40.828,2011-10-17T08:51:06.855,Fluxicon Disco, Variant 133,133,W_Completeren aanvraag,NOT_SET
177209,2011-10-17T08:51:27.382,2011-10-17T08:53:56.417,Fluxicon Disco, Variant 133,133,W_Nabellen offertes,NOT_SET
177209,2011-10-20T08:12:20.565,2011-10-20T08:12:44.162,Fluxicon Disco, Variant 133,133,W_Nabellen offertes,NOT_SET
177209,2011-10-26T07:56:00.639,2011-10-26T08:17:52.663,Fluxicon Disco, Variant 133,133,W_Valideren aanvraag,10609
177209,2011-10-26T09:31:12.653,2011-10-26T09:41:48.606,Fluxicon Disco, Variant 133,133,W_Nabellen incomplete dossiers,11002
177209,2011-10-26T10:13:49.363,2011-10-26T10:13:59.288,Fluxicon Disco, Variant 133,133,W_Nabellen incomplete dossiers,10861
177209,2011-10-26T10:52:34.676,2011-10-26T11:03:54.785,Fluxicon Disco, Variant 133,133,W_Valideren aanvraag,10609
177212,2011-10-17T08:50:02.035,2011-10-17T09:01:48.989,Fluxicon Disco, Variant 17,17,W_Completeren aanvraag,11201
177212,2011-10-24T17:58:32.385,2011-10-24T18:08:08.759,Fluxicon Disco, Variant 17,17,W_Nabellen offertes,10913
177215,2011-10-17T08:13:19.242,2011-10-17T08:15:11.806,Fluxicon Disco, Variant 55,55,W_Afhandelen leads,10881
177215,2011-10-17T11:01:09.352,2011-10-17T11:02:03.012,Fluxicon Disco, Variant 55,55,W_Completeren aanvraag,NOT_SET
177215,2011-10-17T11:03:02.869,2011-10-17T11:05:20.512,Fluxicon Disco, Variant 55,55,W_Completeren aanvraag,NOT_SET
177215,2011-10-17T16:22:40.985,2011-10-17T16:22:46.833,Fluxicon Disco, Variant 55,55,W_Completeren aanvraag,11181
177215,2011-10-17T17:01:32.894,2011-10-17T17:01:39.999,Fluxicon Disco, Variant 55,55,W_Completeren aanvraag,11180
177215,2011-10-17T17:08:31.353,2011-10-17T17:08:37.459,Fluxicon Disco, Variant 55,55,W_Completeren aanvraag,10861
177215,2011-10-17T17:14:46.185,2011-10-17T17:14:55.575,Fluxicon Disco, Variant 55,55,W_Completeren aanvraag,11181
177215,2011-10-17T17:19:43.405,2011-10-17T17:19:49.2,Fluxicon Disco, Variant 55,55,W_Completeren aanvraag,11119
177215,2011-10-17T17:23:41.026,2011-10-17T17:23:47.838,Fluxicon Disco, Variant 55,55,W_Completeren aanvraag,11180
177215,2011-10-17T17:57:22.507,2011-10-17T18:11:24.04,Fluxicon Disco, Variant 55,55,W_Completeren aanvraag,11180
177221,2011-10-17T09:03:12.27,2011-10-17T09:16:33.21,Fluxicon Disco, Variant 295,295,W_Completeren aanvraag,11201
177221,2011-10-17T10:19:32.354,2011-10-17T10:19:37.499,Fluxicon Disco, Variant 295,295,W_Completeren aanvraag,11201
177221,2011-10-17T16:07:48.257,2011-10-17T16:07:55.262,Fluxicon Disco, Variant 295,295,W_Completeren aanvraag,11119
177221,2011-10-17T16:09:36.814,2011-10-17T16:19:37.082,Fluxicon Disco, Variant 295,295,W_Completeren aanvraag,11119
177221,2011-10-17T16:19:54.317,2011-10-17T16:20:32.15,Fluxicon Disco, Variant 295,295,W_Nabellen offertes,11119
177221,2011-10-25T09:17:47.013,2011-10-25T09:19:49.398,Fluxicon Disco, Variant 295,295,W_Nabellen offertes,NOT_SET
177221,2011-10-26T16:38:54.771,2011-10-26T16:39:28.232,Fluxicon Disco, Variant 295,295,W_Nabellen offertes,NOT_SET
177221,2011-10-26T18:10:35.428,2011-10-26T18:10:45.968,Fluxicon Disco, Variant 295,295,W_Nabellen offertes,NOT_SET
177221,2011-10-26T18:48:48.764,2011-10-26T18:56:56.824,Fluxicon Disco, Variant 295,295,W_Nabellen offertes,NOT_SET
177221,2011-10-26T18:57:10,2011-10-26T18:59:08.357,Fluxicon Disco, Variant 295,295,W_Nabellen offertes,NOT_SET
177221,2011-10-26T18:59:31.413,2011-10-26T19:02:41.707,Fluxicon Disco, Variant 295,295,W_Nabellen offertes,NOT_SET
177221,2011-11-03T16:36:02.46,2011-11-03T16:39:07.003,Fluxicon Disco, Variant 295,295,W_Nabellen offertes,NOT_SET
177221,2011-11-03T19:30:17.658,2011-11-03T19:32:07.763,Fluxicon Disco, Variant 295,295,W_Nabellen offertes,NOT_SET
177221,2011-11-07T18:12:47.87,2011-11-07T18:15:18.297,Fluxicon Disco, Variant 295,295,W_Nabellen offertes,11119
177221,2011-11-11T09:58:58.019,2011-11-11T09:59:12.701,Fluxicon Disco, Variant 295,295,W_Nabellen offertes,10789
177221,2011-11-14T14:55:02.099,2011-11-14T15:24:35.351,Fluxicon Disco, Variant 295,295,W_Valideren aanvraag,10972
177230,2011-10-17T09:16:59.299,2011-10-17T09:17:12.99,Fluxicon Disco, Variant 19,19,W_Completeren aanvraag,11201
177230,2011-10-17T10:28:22.28,2011-10-17T10:37:10.154,Fluxicon Disco, Variant 19,19,W_Completeren aanvraag,NOT_SET
177230,2011-10-17T10:37:22.906,2011-10-17T10:40:45.301,Fluxicon Disco, Variant 19,19,W_Nabellen offertes,NOT_SET
177230,2011-10-25T08:29:34.342,2011-10-25T08:31:26.199,Fluxicon Disco, Variant 19,19,W_Nabellen offertes,NOT_SET
177239,2011-10-17T08:50:02.321,2011-10-17T08:53:17.639,Fluxicon Disco, Variant 51,51,W_Completeren aanvraag,10982
177239,2011-10-17T13:42:11.28,2011-10-17T13:43:57.146,Fluxicon Disco, Variant 51,51,W_Completeren aanvraag,11180
177239,2011-10-17T16:58:52.372,2011-10-17T17:12:59.364,Fluxicon Disco, Variant 51,51,W_Completeren aanvraag,11119
177239,2011-10-17T17:13:41.037,2011-10-17T17:15:49.447,Fluxicon Disco, Variant 51,51,W_Nabellen offertes,11119
177239,2011-10-25T09:32:00.623,2011-10-25T09:35:47.991,Fluxicon Disco, Variant 51,51,W_Nabellen offertes,NOT_SET
177239,2011-10-26T17:17:59.918,2011-10-26T17:24:49.031,Fluxicon Disco, Variant 51,51,W_Nabellen offertes,11203
177245,2011-10-17T08:53:27.532,2011-10-17T08:55:42.585,Fluxicon Disco, Variant 2,2,W_Completeren aanvraag,10982
177248,2011-10-17T08:27:34.29,2011-10-17T08:28:30.921,Fluxicon Disco, Variant 12,12,W_Completeren aanvraag,11049
177248,2011-11-01T19:22:41.568,2011-11-01T19:23:08.085,Fluxicon Disco, Variant 12,12,W_Completeren aanvraag,11119
177248,2011-11-01T19:35:47.639,2011-11-01T19:36:19.72,Fluxicon Disco, Variant 12,12,W_Completeren aanvraag,11119
177248,2011-11-02T10:33:59.689,2011-11-02T10:35:11.693,Fluxicon Disco, Variant 12,12,W_Completeren aanvraag,10861
177251,2011-10-17T09:17:25.521,2011-10-17T09:20:49.836,Fluxicon Disco, Variant 62,62,W_Completeren aanvraag,11201
177251,2011-10-17T09:27:58.788,2011-10-17T09:36:59.729,Fluxicon Disco, Variant 62,62,W_Completeren aanvraag,10982
177251,2011-10-17T09:37:08.285,2011-10-17T09:37:57.258,Fluxicon Disco, Variant 62,62,W_Nabellen offertes,10982
177251,2011-10-25T08:15:47.013,2011-10-25T08:19:21.428,Fluxicon Disco, Variant 62,62,W_Nabellen offertes,NOT_SET
177251,2011-10-25T13:51:07.062,2011-10-25T13:52:08.586,Fluxicon Disco, Variant 62,62,W_Nabellen offertes,10881
177251,2011-10-27T11:47:42.577,2011-10-27T11:47:48.628,Fluxicon Disco, Variant 62,62,W_Nabellen offertes,11189
177251,2011-10-29T10:42:59.636,2011-10-29T10:45:07.501,Fluxicon Disco, Variant 62,62,W_Nabellen offertes,10913
177251,2011-10-29T14:27:53.401,2011-10-29T14:28:00.697,Fluxicon Disco, Variant 62,62,W_Nabellen offertes,11181
177251,2011-10-29T15:40:10.302,2011-10-29T15:41:45.579,Fluxicon Disco, Variant 62,62,W_Nabellen offertes,NOT_SET
177254,2011-10-17T09:22:05.649,2011-10-17T09:24:36.642,Fluxicon Disco, Variant 1242,1242,W_Completeren aanvraag,11201
177254,2011-10-17T13:44:09.839,2011-10-17T13:47:27.409,Fluxicon Disco, Variant 1242,1242,W_Completeren aanvraag,11180
177254,2011-10-17T16:22:51.772,2011-10-17T16:23:04.45,Fluxicon Disco, Variant 1242,1242,W_Completeren aanvraag,11181
177254,2011-10-17T17:04:17.326,2011-10-17T17:14:39.852,Fluxicon Disco, Variant 1242,1242,W_Completeren aanvraag,11181
177254,2011-10-17T17:41:26.833,2011-10-17T17:47:34.325,Fluxicon Disco, Variant 1242,1242,W_Completeren aanvraag,10913
177254,2011-10-17T17:47:41.077,2011-10-17T17:50:22.52,Fluxicon Disco, Variant 1242,1242,W_Completeren aanvraag,10913
177254,2011-10-25T09:45:26.723,2011-10-25T09:45:58.973,Fluxicon Disco, Variant 1242,1242,W_Nabellen offertes,NOT_SET
177254,2011-10-27T19:19:47.441,2011-10-27T19:23:49.268,Fluxicon Disco, Variant 1242,1242,W_Nabellen offertes,NOT_SET
177254,2011-10-29T11:28:37.287,2011-10-29T11:30:49.514,Fluxicon Disco, Variant 1242,1242,W_Nabellen offertes,10913
177254,2011-10-31T09:14:28.516,2011-10-31T09:15:26.98,Fluxicon Disco, Variant 1242,1242,W_Nabellen offertes,NOT_SET
177254,2011-11-03T14:04:13.317,2011-11-03T14:04:26.078,Fluxicon Disco, Variant 1242,1242,W_Valideren aanvraag,10138
177254,2011-11-03T14:29:58.8,2011-11-03T14:30:11.311,Fluxicon Disco, Variant 1242,1242,W_Valideren aanvraag,10809
177254,2011-11-03T15:26:35.102,2011-11-03T15:26:43.101,Fluxicon Disco, Variant 1242,1242,W_Valideren aanvraag,10138
177254,2011-11-03T15:34:37.078,2011-11-03T15:34:47.815,Fluxicon Disco, Variant 1242,1242,W_Valideren aanvraag,10629
177254,2011-11-03T15:35:36.527,2011-11-03T15:36:16.32,Fluxicon Disco, Variant 1242,1242,W_Valideren aanvraag,10629
177254,2011-11-03T16:31:41.112,2011-11-03T16:37:27.183,Fluxicon Disco, Variant 1242,1242,W_Valideren aanvraag,10972
177263,2011-10-17T08:21:34.407,2011-10-17T08:23:48.395,Fluxicon Disco, Variant 1244,1244,W_Afhandelen leads,10982
177263,2011-10-17T10:28:35.265,2011-10-17T10:34:02.833,Fluxicon Disco, Variant 1244,1244,W_Completeren aanvraag,10982
177263,2011-10-17T13:47:38.585,2011-10-17T13:48:32.96,Fluxicon Disco, Variant 1244,1244,W_Completeren aanvraag,11180
177263,2011-10-17T16:40:41.057,2011-10-17T16:48:02.793,Fluxicon Disco, Variant 1244,1244,W_Completeren aanvraag,11122
177263,2011-10-17T16:48:08.174,2011-10-17T16:49:31.352,Fluxicon Disco, Variant 1244,1244,W_Completeren aanvraag,11122
177263,2011-10-17T16:49:39.723,2011-10-17T16:50:35.979,Fluxicon Disco, Variant 1244,1244,W_Nabellen offertes,11122
177263,2011-10-22T13:39:20.926,2011-10-22T13:40:47.7,Fluxicon Disco, Variant 1244,1244,W_Nabellen offertes,11000
177263,2011-10-22T13:46:40.459,2011-10-22T13:46:50.264,Fluxicon Disco, Variant 1244,1244,W_Nabellen offertes,11000
177263,2011-10-27T10:04:45.662,2011-10-27T10:05:16.591,Fluxicon Disco, Variant 1244,1244,W_Nabellen offertes,11049
177263,2011-10-31T13:34:07.691,2011-10-31T13:35:32.595,Fluxicon Disco, Variant 1244,1244,W_Valideren aanvraag,10629
177263,2011-10-31T13:35:39.878,2011-10-31T13:49:26.304,Fluxicon Disco, Variant 1244,1244,W_Valideren aanvraag,10629
177263,2011-10-31T13:50:05.863,2011-10-31T13:50:53.831,Fluxicon Disco, Variant 1244,1244,W_Nabellen incomplete dossiers,10629
177266,2011-10-17T08:22:39.515,2011-10-17T08:22:54.035,Fluxicon Disco, Variant 1,1,W_Afhandelen leads,10881
177269,2011-10-17T08:26:01.553,2011-10-17T08:28:06.934,Fluxicon Disco, Variant 49,49,W_Afhandelen leads,10982
177269,2011-10-17T11:17:36.594,2011-10-17T11:56:06.031,Fluxicon Disco, Variant 49,49,W_Completeren aanvraag,NOT_SET
177269,2011-10-17T11:56:32.432,2011-10-17T11:58:21.572,Fluxicon Disco, Variant 49,49,W_Nabellen offertes,NOT_SET
177269,2011-10-19T09:43:44.045,2011-10-19T09:46:23.66,Fluxicon Disco, Variant 49,49,W_Nabellen offertes,11179
177272,2011-10-17T08:23:44.472,2011-10-17T08:25:23.117,Fluxicon Disco, Variant 1,1,W_Afhandelen leads,10881
177281,2011-10-17T08:28:16.996,2011-10-17T08:30:33.393,Fluxicon Disco, Variant 8,8,W_Afhandelen leads,10982
177281,2011-10-17T11:20:49.988,2011-10-17T11:22:21.165,Fluxicon Disco, Variant 8,8,W_Completeren aanvraag,10881
177281,2011-10-17T13:52:38.982,2011-10-17T13:53:32.461,Fluxicon Disco, Variant 8,8,W_Completeren aanvraag,11180
177281,2011-10-17T17:23:53.106,2011-10-17T17:38:27.324,Fluxicon Disco, Variant 8,8,W_Completeren aanvraag,11180
177284,2011-10-17T09:34:15.639,2011-10-17T09:34:22.68,Fluxicon Disco, Variant 1245,1245,W_Completeren aanvraag,11201
177284,2011-10-17T12:34:52.351,2011-10-17T12:37:01.376,Fluxicon Disco, Variant 1245,1245,W_Completeren aanvraag,11180
177284,2011-10-17T17:58:01.088,2011-10-17T17:58:07.199,Fluxicon Disco, Variant 1245,1245,W_Completeren aanvraag,11181
177284,2011-10-17T18:12:40.416,2011-10-17T18:24:46.647,Fluxicon Disco, Variant 1245,1245,W_Completeren aanvraag,11180
177284,2011-10-17T18:24:57.56,2011-10-17T18:26:01.032,Fluxicon Disco, Variant 1245,1245,W_Nabellen offertes,11180
177284,2011-10-24T08:51:16.22,2011-10-24T08:51:34.606,Fluxicon Disco, Variant 1245,1245,W_Nabellen offertes,NOT_SET
177284,2011-10-27T08:27:40.973,2011-10-27T08:27:48.622,Fluxicon Disco, Variant 1245,1245,W_Valideren aanvraag,NOT_SET
177284,2011-10-28T10:10:51.758,2011-10-28T10:53:06.819,Fluxicon Disco, Variant 1245,1245,W_Valideren aanvraag,10972
177284,2011-10-28T12:04:30.792,2011-10-28T12:04:50.52,Fluxicon Disco, Variant 1245,1245,W_Nabellen incomplete dossiers,10972
177284,2011-10-28T15:17:50.74,2011-10-28T15:24:59.128,Fluxicon Disco, Variant 1245,1245,W_Nabellen incomplete dossiers,10861
177284,2011-10-31T11:53:57.453,2011-10-31T11:55:28.475,Fluxicon Disco, Variant 1245,1245,W_Nabellen incomplete dossiers,11121
177284,2011-11-02T06:47:06.313,2011-11-02T06:47:37.848,Fluxicon Disco, Variant 1245,1245,W_Nabellen incomplete dossiers,NOT_SET
177284,2011-11-02T09:43:45.224,2011-11-02T09:53:59.235,Fluxicon Disco, Variant 1245,1245,W_Valideren aanvraag,10972
177287,2011-10-17T08:16:04.083,2011-10-17T08:16:30.898,Fluxicon Disco, Variant 6,6,W_Afhandelen leads,10881
177287,2011-10-17T11:02:10.016,2011-10-17T11:02:30.834,Fluxicon Disco, Variant 6,6,W_Completeren aanvraag,NOT_SET
177287,2011-10-17T14:21:54.617,2011-10-17T14:25:24.875,Fluxicon Disco, Variant 6,6,W_Completeren aanvraag,10913
177293,2011-10-17T09:24:58.763,2011-10-17T09:30:43.773,Fluxicon Disco, Variant 43,43,W_Completeren aanvraag,11201
177293,2011-10-17T12:14:12.848,2011-10-17T12:25:47.411,Fluxicon Disco, Variant 43,43,W_Completeren aanvraag,11201
177293,2011-10-17T12:26:10.513,2011-10-17T12:28:32.997,Fluxicon Disco, Variant 43,43,W_Nabellen offertes,11201
177293,2011-10-17T12:29:00.484,2011-10-17T12:29:44.524,Fluxicon Disco, Variant 43,43,W_Nabellen offertes,11201
177293,2011-10-18T16:49:30.522,2011-10-18T16:54:29.907,Fluxicon Disco, Variant 43,43,W_Nabellen offertes,11122
177293,2011-10-25T09:51:17.783,2011-10-25T09:53:07.716,Fluxicon Disco, Variant 43,43,W_Nabellen offertes,NOT_SET
177293,2011-10-25T17:05:09.613,2011-10-25T17:10:04.851,Fluxicon Disco, Variant 43,43,W_Nabellen offertes,11189
177299,2011-10-17T09:30:54.452,2011-10-17T09:33:47.935,Fluxicon Disco, Variant 1246,1246,W_Completeren aanvraag,11201
177299,2011-10-17T09:57:49.811,2011-10-17T10:07:39.061,Fluxicon Disco, Variant 1246,1246,W_Completeren aanvraag,10881
177299,2011-10-17T10:08:04.396,2011-10-17T10:10:32.013,Fluxicon Disco, Variant 1246,1246,W_Nabellen offertes,10881
177299,2011-10-21T09:18:48.573,2011-10-21T09:19:13.701,Fluxicon Disco, Variant 1246,1246,W_Nabellen offertes,10789
177299,2011-10-27T12:26:20.031,2011-10-27T12:53:51.262,Fluxicon Disco, Variant 1246,1246,W_Valideren aanvraag,10138
177299,2011-10-27T17:32:23.636,2011-10-27T17:33:52.033,Fluxicon Disco, Variant 1246,1246,W_Nabellen incomplete dossiers,10982
177299,2011-10-27T17:45:15.134,2011-10-27T17:58:15.317,Fluxicon Disco, Variant 1246,1246,W_Nabellen incomplete dossiers,10939
177299,2011-10-27T17:59:30.456,2011-10-27T18:02:39.651,Fluxicon Disco, Variant 1246,1246,W_Nabellen incomplete dossiers,10939
177299,2011-10-27T18:03:35.639,2011-10-27T18:09:34.942,Fluxicon Disco, Variant 1246,1246,W_Nabellen incomplete dossiers,10939
177299,2011-10-27T18:09:54.748,2011-10-27T18:13:10.667,Fluxicon Disco, Variant 1246,1246,W_Nabellen incomplete dossiers,10939
177299,2011-10-31T08:19:33.978,2011-10-31T08:19:55.262,Fluxicon Disco, Variant 1246,1246,W_Nabellen incomplete dossiers,11009
177299,2011-11-02T08:40:51.475,2011-11-02T08:41:27.101,Fluxicon Disco, Variant 1246,1246,W_Nabellen incomplete dossiers,NOT_SET
177299,2011-11-02T09:57:16.194,2011-11-02T10:07:35.439,Fluxicon Disco, Variant 1246,1246,W_Valideren aanvraag,10138
177305,2011-10-17T08:18:45.328,2011-10-17T08:19:01.416,Fluxicon Disco, Variant 1,1,W_Afhandelen leads,10881
177311,2011-10-17T08:27:49.828,2011-10-17T08:29:21.926,Fluxicon Disco, Variant 1,1,W_Afhandelen leads,10881
177317,2011-10-17T09:20:22.258,2011-10-17T09:30:58.283,Fluxicon Disco, Variant 25,25,W_Completeren aanvraag,NOT_SET
177317,2011-10-17T09:31:09.316,2011-10-17T09:33:24.298,Fluxicon Disco, Variant 25,25,W_Nabellen offertes,NOT_SET
177317,2011-10-18T17:24:34.777,2011-10-18T17:39:18.808,Fluxicon Disco, Variant 25,25,W_Nabellen offertes,11119
177317,2011-10-24T19:03:57.545,2011-10-24T19:06:08.459,Fluxicon Disco, Variant 25,25,W_Nabellen offertes,10913
177317,2011-10-25T09:02:04.305,2011-10-25T09:03:45.972,Fluxicon Disco, Variant 25,25,W_Nabellen offertes,11049
177317,2011-10-31T08:17:23.014,2011-10-31T08:53:10.518,Fluxicon Disco, Variant 25,25,W_Valideren aanvraag,10629
177320,2011-10-17T09:34:34.798,2011-10-17T09:43:56.793,Fluxicon Disco, Variant 31,31,W_Completeren aanvraag,11201
177320,2011-10-25T08:21:20.525,2011-10-25T08:25:11.69,Fluxicon Disco, Variant 31,31,W_Nabellen offertes,NOT_SET
177320,2011-10-26T10:40:52.954,2011-10-26T10:41:18.726,Fluxicon Disco, Variant 31,31,W_Nabellen offertes,NOT_SET
177320,2011-10-31T13:04:49.866,2011-10-31T13:19:39.278,Fluxicon Disco, Variant 31,31,W_Valideren aanvraag,10809
177320,2011-10-31T13:24:24.689,2011-10-31T13:34:58.149,Fluxicon Disco, Variant 31,31,W_Valideren aanvraag,10809
177323,2011-10-17T09:05:26.821,2011-10-17T09:23:42.588,Fluxicon Disco, Variant 1248,1248,W_Completeren aanvraag,10982
177323,2011-10-17T09:24:18.057,2011-10-17T09:26:44.608,Fluxicon Disco, Variant 1248,1248,W_Nabellen offertes,10982
177323,2011-10-17T09:26:53.619,2011-10-17T09:27:29.166,Fluxicon Disco, Variant 1248,1248,W_Nabellen offertes,10982
177323,2011-10-18T12:54:39.105,2011-10-18T13:03:50.515,Fluxicon Disco, Variant 1248,1248,W_Nabellen offertes,11169
